id,redshift,chandra_Lx,chi2,H10_flux,H9_flux,H8_flux,Heps_flux,Hdelta_flux,Hgamma_flux,Hbeta_flux,Halpha_flux,[OII]3726_flux,[OII]3729_flux,[SII]6716_flux,[SII]6731_flux,[NeIII]3968_flux,[NeIII]3869_flux,HeII4687_flux,HeI5876_flux,[OIII]5007_d_flux,[OI]6300_d_flux,[NII]6583_d_flux,Hgamma_b_flux,Hbeta_b_flux,Halpha_b_flux,H10_err,H9_err,H8_err,Heps_err,Hdelta_err,Hgamma_err,Hbeta_err,Halpha_err,[OII]3726_err,[OII]3729_err,[SII]6716_err,[SII]6731_err,[NeIII]3968_err,[NeIII]3869_err,HeII4687_err,HeI5876_err,[OIII]5007_d_err,[OI]6300_d_err,[NII]6583_d_err,Hgamma_b_err,Hbeta_b_err,Halpha_b_err,H10_ew,H9_ew,H8_ew,Heps_ew,Hdelta_ew,Hgamma_ew,Hbeta_ew,Halpha_ew,[OII]3726_ew,[OII]3729_ew,[SII]6716_ew,[SII]6731_ew,[NeIII]3968_ew,[NeIII]3869_ew,HeII4687_ew,HeI5876_ew,[OIII]5007_d_ew,[OI]6300_d_ew,[NII]6583_d_ew,Hgamma_b_ew,Hbeta_b_ew,Halpha_b_ew
AEGIS_0875,3.395866667,8.75E+43,15.70338096,0,1091.79797,798.5184074,586.330157,306.5678383,670.4504188,0,8736.893184,793.7785439,0,459.2493476,0,344.3856905,477.0087459,639.4914464,85.15128065,17578.66394,279.5617657,0,6430.565303,9275.826547,1796.172928,114.9321507,190.0866002,211.0356955,912.8731907,53.01902987,85.83030669,74.22777943,150.9312961,1019.192397,1028.183776,154.1191664,150.5882224,919.1568319,294.3722658,50.51635911,46.47926239,71.94705116,63.052846,173.6302436,160.562131,167.6571542,179.778455,0,21.70788212,15.77442167,12.26256186,5.823391481,26.13478491,0,356.8219294,18.51219348,0,18.82662169,0,7.202513437,9.42312291,16.20393447,2.44966399,416.103484,9.821253608,0,250.6694549,311.4649138,73.357185
AEGIS_0622,3.383833333,1.22E+44,0.654471772,nan,nan,nan,nan,34.50910996,10.63944833,125.7522175,629.7601629,nan,nan,74.07793193,45.87661189,nan,nan,43.95103085,56.226728,1189.49969,13.28516912,382.3823669,140.0976266,0,332.2868881,nan,nan,nan,nan,61.87189548,53.56058088,43.50299714,67.66369531,nan,nan,59.45025155,55.51038384,nan,nan,42.17430959,46.9734156,55.4364643,64.25751159,70.05666369,131.8382234,107.432803,167.8616882,nan,nan,nan,nan,5.565485457,2.40954342,23.75543683,88.84302494,nan,nan,10.36271503,6.592708677,nan,nan,7.328382992,9.800922361,173.7524325,1.999264389,52.59011303,31.72827235,0,46.87716693
UDS_0366,3.30745,6.62E+43,0.434176482,0,0,96.74718171,175.3676826,61.25941643,0,63.6300295,227.1518291,0,171.5077007,65.91848067,0,0,124.891414,0,13.54895297,343.5379746,63.99895082,387.2029215,125.7066592,0,392.0916638,105.5038772,155.3001372,178.0862456,1013.828121,71.11346822,156.1561905,118.0323419,220.4666875,1030.536124,1039.317747,121.8604718,116.8564175,1012.660137,234.4728403,51.89849891,47.55870952,53.94463681,64.45016866,169.6346912,164.4962545,129.0599971,124.3698622,0,0,16.74600985,29.03311379,8.179134894,0,6.98136654,24.12429629,0,42.6286386,6.453256266,0,0,20.54153286,0,1.263465796,33.64158639,6.236992356,41.12226629,15.37793143,0,41.64146734
AEGIS_0808,3.2788,2.86E+44,2.135078555,0,110.0513564,0,223.7300247,51.27034476,65.69821375,0,3191.097672,280.3744887,0,0,293.3792177,0,278.8584655,0,98.45209411,2814.494593,83.31359093,0,283.7276313,1316.895107,9488.760483,86.46599185,144.4760478,165.8183227,865.5376854,47.11671959,149.3512296,118.0049836,185.6247177,723.211234,731.0175315,163.4308286,163.0898933,875.6846275,222.9980363,43.25117423,46.78090404,49.42248565,83.1074604,197.9567611,193.5624044,155.9289304,175.4829993,0,5.431541382,0,10.6207905,2.232386311,2.867784362,0,124.115862,14.7686253,0,0,11.82928464,0,13.79869853,0,3.794870132,102.827929,3.152345285,0,12.3849587,49.08386518,369.059743
AEGIS_0513,3.2354,4.37E+43,8.01153127,0,111.4421462,0,0,48.47922727,53.41972086,0,1416.591536,0,763.8901057,0,0,1098.017239,391.7137147,1438.246518,0,952.916195,314.7274845,0,0,0,3113.859037,127.4935485,217.2873019,244.6736203,1208.834776,69.12729943,155.1104646,127.1593537,250.2272588,996.0276523,1010.582608,215.8693501,218.5482709,1218.550475,328.106652,70.10128537,61.05391921,65.89371735,77.54455307,234.8360479,195.3201967,166.5761942,146.8334481,0,0.912993455,0,0,0.294228627,0.342372097,0,13.66292435,0,8.597465285,0,0,8.066463383,3.178884497,9.319807051,0,7.046247685,3.237327524,0,0,0,30.03294838
AEGIS_0556,3.2227,3.92E+43,1.208146934,48.3567877,0,0,43.82088757,40.08988562,0,0,769.0193016,129.3271632,0,168.2932739,39.36930752,28.85755724,88.88377557,0,0,1043.284692,139.9345123,449.1693648,59.36385353,101.4332573,0,38.36608534,62.54767561,69.81860966,343.4860991,21.88741786,178.5194601,151.1616143,260.3944478,339.8402921,344.9065093,62.71435182,63.4095693,348.0107035,95.04893938,17.39675561,17.98055656,19.00737929,23.754026,219.0632645,178.3384989,149.7503955,441.5378095,12.69687583,0,0,9.579806217,7.434913784,0,0,88.83473305,41.31611474,0,18.53743481,4.239125821,6.308630921,21.43889806,0,0,124.3092383,15.39499747,52.41922243,9.956913083,14.25737468,0
CDF-S_0219,3.1892,1.32E+44,6.876070649,0,65.54021357,0,237.4531307,292.8099342,271.0213062,0,3539.232179,0,206.1122943,26.55811462,187.1362471,0,606.7381871,81.67246693,230.4369659,4218.651141,330.9727684,1464.740037,1547.481709,3202.212496,10427.87923,51.91781292,80.25811286,92.76037612,515.2989917,33.33651202,70.53144431,50.48798482,67.05587915,471.6728377,475.9377778,61.01913165,61.77712999,519.9394566,124.0552262,22.87163671,19.40636278,24.20255042,31.17841058,70.48013432,94.96903391,70.14881394,64.85010352,0,1.279052286,0,5.516803391,7.184502684,7.654795978,0,166.8671758,0,3.482243256,1.263222309,8.901034035,0,11.75969779,2.133839421,9.356462492,122.5566816,14.1654122,69.05933859,43.70747425,95.43630417,491.6520504
CDF-S_0599,3.1361,3.46E+43,0.472797044,318.819589,0,0,199.2937472,141.7054406,206.5939514,0,2860.353419,0,561.1933732,403.042768,0,0,393.5342142,74.67936526,7.194595163,514.0415543,0,0,0,2718.867292,33.91977078,166.2156293,276.7915064,314.136625,1573.541758,84.98864073,104.9052593,95.97283432,250.4761125,1385.801583,1399.356461,222.2999565,222.5253135,1589.829999,422.2480656,85.27895582,73.34050735,108.7991858,94.44231761,273.7516607,240.8026497,287.3368287,285.8541195,39.99922371,0,0,18.61401222,11.6184018,16.32477149,0,261.4496019,0,64.32758435,36.37413483,0,0,45.80405417,8.014660052,0.623252298,61.20241051,0,0,0,346.624716,3.100424762
CDF-N_0291,3.1295,1.14E+43,0.888345204,215.9495053,166.368965,0,170.2705758,0,0,0,435.3577571,577.8892404,155.5011304,0,945.6287716,0,376.5992882,0,0,525.1963897,446.2491807,4934.237892,1126.932241,3019.953589,2766.177363,164.3844772,265.5839451,302.6465497,1569.280504,83.89638669,111.5626836,112.9719402,297.4869879,1308.185431,1327.119411,287.5362331,285.875978,1579.075759,410.1142602,82.95318716,76.88725755,101.9084336,107.6833451,325.1751672,215.7371333,260.6422927,319.1023127,19.97857106,12.58600106,0,9.251021576,0,0,0,14.56309081,60.74761443,16.34625124,0,30.81544694,0,26.12157155,0,0,20.60318701,14.43552216,162.7208885,53.34656829,151.538711,92.53100804
CDF-N_0135,3.128,1.70E+44,1.24836129,0,0,0,0,39.15541959,0,80.73653532,1130.689758,0,144.3912903,237.0140592,0,0,270.5391091,0,0,3590.188116,251.8713936,1681.627549,0,1346.519494,9865.097972,163.5825391,251.9899811,275.4312393,1328.209829,73.89148679,135.1708247,122.7821388,260.6455006,1148.511446,1164.195745,252.4582348,254.924056,1343.003979,379.9180631,71.38490322,70.56924479,80.00021836,97.74072495,291.3858295,210.2354402,208.7695476,234.5368977,0,0,0,0,0.484526197,0,0.97905279,16.33814385,0,2.644171391,3.409567392,0,0,3.802787032,0,0,40.11982084,3.500984628,24.04363252,0,16.32858856,142.5478462
